player_class,player_archetype,opponent_class,opponent_archetype,win_rate,total_games,date_published
Warlock,"Zoo Warlock",Warrior,"Dragon Warrior",37.37,190,"05/02/2019 06:05 PM"
Warrior,"Big Warrior",Druid,"Token Druid",40.55,434,"05/02/2019 06:05 PM"
Warrior,"Big Warrior",Hunter,"Midrange Hunter",30.69,189,"05/02/2019 06:05 PM"
Warrior,"Big Warrior",Hunter,"Spell Hunter",22.11,190,"05/02/2019 06:05 PM"
Warrior,"Big Warrior",Mage,"Khadgar Mage",43.40,341,"05/02/2019 06:05 PM"
Warrior,"Big Warrior",Priest,"Resurrect Priest",57.89,133,"05/02/2019 06:05 PM"
Warrior,"Big Warrior",Rogue,"Tempo Rogue",45.36,496,"05/02/2019 06:05 PM"
Warrior,"Big Warrior",Shaman,"Murloc Shaman",25.79,190,"05/02/2019 06:05 PM"
Warrior,"Big Warrior",Warlock,"Zoo Warlock",75.63,197,"05/02/2019 06:05 PM"
Warrior,"Big Warrior",Warrior,"Bomb Warrior",42.00,350,"05/02/2019 06:05 PM"
Warrior,"Big Warrior",Warrior,"Control Warrior",44.17,206,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Druid,"Token Druid",46.91,7864,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Hunter,"Deathrattle Hunter",35.89,1644,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Hunter,"Midrange Hunter",46.16,2747,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Hunter,"Spell Hunter",36.10,3995,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Mage,"Burn Mage",68.17,1062,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Mage,"Khadgar Mage",41.85,5434,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Paladin,"Control Paladin",47.89,142,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Paladin,"Mech Paladin",30.65,1628,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Paladin,"Secret Paladin",57.58,521,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Priest,"Resurrect Priest",53.16,2481,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Priest,"Silence Priest",61.55,788,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Rogue,"Miracle Rogue",72.35,217,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Rogue,"Tempo Rogue",56.61,9820,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Rogue,"Thief Rogue",66.32,1259,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Shaman,"Big Shaman",54.38,1414,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Shaman,"Murloc Shaman",50.95,2677,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Shaman,"Shudderwock Shaman",71.55,1146,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Warlock,"Even Warlock",57.14,133,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Warlock,Handlock,65.87,841,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Warlock,"Zoo Warlock",62.88,3588,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Warrior,"Big Warrior",58.00,350,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Warrior,"Bomb Warrior",50.00,5940,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Warrior,"Control Warrior",53.79,4192,"05/02/2019 06:05 PM"
Warrior,"Bomb Warrior",Warrior,"Dragon Warrior",56.60,341,"05/02/2019 06:05 PM"
Warrior,"Control Warrior",Druid,"Token Druid",50.03,6686,"05/02/2019 06:05 PM"
Warrior,"Control Warrior",Hunter,"Deathrattle Hunter",26.16,1315,"05/02/2019 06:05 PM"
Warrior,"Control Warrior",Hunter,"Midrange Hunter",44.53,2192,"05/02/2019 06:05 PM"
Warrior,"Control Warrior",Hunter,"Spell Hunter",37.55,4951,"05/02/2019 06:05 PM"
Warrior,"Control Warrior",Mage,"Burn Mage",64.18,899,"05/02/2019 06:05 PM"
Warrior,"Control Warrior",Mage,"Khadgar Mage",38.39,5197,"05/02/2019 06:05 PM"
Warrior,"Control Warrior",Paladin,"Control Paladin",60.36,169,"05/02/2019 06:05 PM"
Warrior,"Control Warrior",Paladin,"Mech Paladin",33.86,1648,"05/02/2019 06:05 PM"
Warrior,"Control Warrior",Paladin,"Secret Paladin",66.24,311,"05/02/2019 06:05 PM"
Warrior,"Control Warrior",Priest,"Resurrect Priest",47.24,2153,"05/02/2019 06:05 PM"
Warrior,"Control Warrior",Priest,"Silence Priest",63.16,551,"05/02/2019 06:05 PM"
Warrior,"Control Warrior",Rogue,"Miracle Rogue",56.61,242,"05/02/2019 06:05 PM"
Warrior,"Control Warrior",Rogue,"Tempo Rogue",64.86,10718,"05/02/2019 06:05 PM"
Warrior,"Control Warrior",Rogue,"Thief Rogue",55.04,803,"05/02/2019 06:05 PM"
Warrior,"Control Warrior",Shaman,"Big Shaman",53.54,1539,"05/02/2019 06:05 PM"
Warrior,"Control Warrior",Shaman,"Murloc Shaman",55.99,1979,"05/02/2019 06:05 PM"
Warrior,"Control Warrior",Shaman,"Shudderwock Shaman",66.07,1064,"05/02/2019 06:05 PM"
Warrior,"Control Warrior",Warlock,Handlock,61.33,649,"05/02/2019 06:05 PM"
Warrior,"Control Warrior",Warlock,"Zoo Warlock",67.72,3154,"05/02/2019 06:05 PM"
Warrior,"Control Warrior",Warrior,"Big Warrior",55.83,206,"05/02/2019 06:05 PM"
Warrior,"Control Warrior",Warrior,"Bomb Warrior",46.21,4192,"05/02/2019 06:05 PM"
Warrior,"Control Warrior",Warrior,"Control Warrior",50.00,5122,"05/02/2019 06:05 PM"
Warrior,"Control Warrior",Warrior,"Dragon Warrior",66.81,229,"05/02/2019 06:05 PM"
Warrior,"Dragon Warrior",Druid,"Token Druid",40.28,355,"05/02/2019 06:05 PM"
Warrior,"Dragon Warrior",Hunter,"Midrange Hunter",45.22,157,"05/02/2019 06:05 PM"
Warrior,"Dragon Warrior",Hunter,"Spell Hunter",40.74,216,"05/02/2019 06:05 PM"
Warrior,"Dragon Warrior",Mage,"Khadgar Mage",39.13,299,"05/02/2019 06:05 PM"
Warrior,"Dragon Warrior",Paladin,"Mech Paladin",40.91,110,"05/02/2019 06:05 PM"
Warrior,"Dragon Warrior",Priest,"Resurrect Priest",54.09,159,"05/02/2019 06:05 PM"
Warrior,"Dragon Warrior",Rogue,"Tempo Rogue",53.39,487,"05/02/2019 06:05 PM"
Warrior,"Dragon Warrior",Shaman,"Murloc Shaman",31.58,152,"05/02/2019 06:05 PM"
Warrior,"Dragon Warrior",Warlock,"Zoo Warlock",62.63,190,"05/02/2019 06:05 PM"
Warrior,"Dragon Warrior",Warrior,"Bomb Warrior",43.40,341,"05/02/2019 06:05 PM"
Warrior,"Dragon Warrior",Warrior,"Control Warrior",33.19,229,"05/02/2019 06:05 PM"
